"ISBN","AUTHOR","TITLE","CATEGORY","SERIES","RATING","BOOKFORMAT","READ","LOCATION","VALUE","PUBLISHER","PUBDATE","COPYRIGHTDATE","PAGES"
"0330392905","Mieville, China","The Scar","Literature & Fiction : Genre Fiction : Horror","","4.5 Stars","Paperback","N","George's Office","$10.27","Pan MacMillan","March 31, 2003","2002","795"
"0345458443","Mieville, China","Un Lun Dun","Science Fiction & Fantasy : Fantasy : Contemporary","","4.0 Stars","Paperback","N","Books 38","$9.00","Del Rey","January 29, 2008","2007","474"
"0596005474","Milburn, Ken","Digital Photography: Expert Techniques","Arts & Photography : Photography : Equipment","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$28.32","O'Reilly Media, Inc.","December 1, 2003","2004","467"
"052882340X","Miles, Bernard, Sir","Robin Hood : His Life and Legend","Literature & Fiction : Genre Fiction : Historical : Medieval","","","Hardcover","N","","","Rand McNally & Company","","1979","125"
"0201699486","Milewski, Bartosz","C++ In Action: Industrial Strength Programming Techniques (With CD-ROM)","Computers & Internet : Programming : Languages & Tools : C & C++ & C# : General","","4.5 Stars","Paperback","N","2nd Floor Storeroom","$44.99","Addison Wesley Publishing Company","June 1, 2001","2001","485"
"1844880281","Millar, Cormac","The Grounds","Mystery & Thrillers : Thrillers : General","","4.0 Stars","Paperback","N","George's Office","Euro 3.50","Penguin Ireland","January 31, 2007","2006","367"
"0765358549","Millar, Martin","The Good Fairies of New York","Science Fiction & Fantasy : Fantasy : Contemporary","","4.0 Stars","Mass Market Paperback","N","Books 38","$6.29","Tor Fantasy","June 3, 2008","1992","273"
"","Millennium","The Birds of Prey Affair (1 of 2)","","The Man From U.N.C.L.E.","","Comic Book","N","Books 01","","","Mar 1993","1993","0"
"","Millennium","The Birds of Prey Affair (2 of 2)","","The Man From U.N.C.L.E.","","Comic Book","N","Books 01","","","Sep 1993","1993","0"
"0060962380","Miller, Casey & Swift, Kate","The Handbook of Nonsexist Writing","Reference : Words & Language : Linguistics","","5.0 Stars","Paperback","N","George's Office","$0.01","HarperCollins Publishers","February 1, 1988","1988","180"
"1563893428","Miller, Frank","Batman: The Dark Knight Returns","Comics & Graphic Novels : Science Fiction & Fantasy","","","Paperback","N","Guest Room","$10.19","DC Comics","May 1, 1997","1986","224"
"0517201607","Miller, Gloria Bley","1000 Recipe Chinese Cookbook","Cooking, Food & Wine : Ethnic","","","Paperback","N","Barroom","$6.99","Random House Value Publishing, Incorporated","July  1997","1966","926"
"1558511431","Miller, Mark A.","Internetworking: A Guide to Network Communications Lan to Lan; Lan to Wan","Computers & Internet : Certification Central : Networking","","","Paperback","N","Books 27","$34.95","M & T Books","February 1, 1991","1991","425"
"1558512683","Miller, Mark A., P.E.","Troubleshooting TCP/IP","Computers & Internet : Networking : Networks, Protocols & API's : TCP-IP : General","","","Paperback","N","Books 27","$44.95","M & T Books","July 1, 1992","1993","618"
"0028613279","Miller, Mark Charles","Tamales","Cooking, Food & Wine : Ethnic","","","Hardcover","N","Barroom","","Hungry Minds, Inc","December 19, 1997","1997","178"
"0060973080","Miller, Neil","In Search of Gay America: Women and Men in a Time of Change","Gay & Lesbian : Nonfiction : General","","books.mini.icon.22x22 Stars","Paperback","N","George's Office","$0.01","Harpercollins","May 1, 1990","1989","309"
"1898852758","Miller, Sharon","Heirloom Knitting","Crafts & Hobbies : Knitting","","4.5 Stars","Paperback","N","Emma's Studio","$53.42","The Shetland Times Ltd","2004","2002","296"
"0345275349","Millett, Kate","Sexual Politics","Social Sciences : Womens Studies","","","Paperback","Y","Books 20","","Ballantine Books","","1969","543"
"","Milne, A.A.","The Red House Mystery","Mystery & Thrillers : Mystery : General","","","Paperback","N","George's Office","$3.95","Pocket-Books, Inc","","1922","0"
"0374249970","Milton, Giles","The Riddle and the Knight: In Search of Sir John Mandeville, the World's Greatest Traveler","History : Europe : Medieval","","4.0 Stars","Hardcover","N","Master Bedroom","$1.87","Farrar, Straus and Giroux","November 7, 2001","1996","230"
"0316016802","Mina, Denise","Exile","Mystery & Thrillers : Thrillers : Suspense","","4.5 Stars","Paperback","N","George's Office","$6.36","Back Bay Books","October 10, 2007","2001","413"
"031615458X","Mina, Denise","Field of Blood","Mystery & Thrillers : Mystery : Women Sleuths","","4.0 Stars","Mass Market Paperback","N","Books 02","$7.50","Little, Brown and Company","July 1, 2006","2005","425"
"0316016780","Mina, Denise","Garnethill","Mystery & Thrillers : Mystery : General","","4.0 Stars","Paperback","N","Books 02","$11.19","Back Bay Books","September 20, 2007","1998","402"
"0316003530","Mina, Denise","The Dead Hour","Mystery & Thrillers : Thrillers : Suspense","","4.0 Stars","Paperback","N","George's Office","$5.56","Back Bay Books","February 12, 2008","2006","341"
"0782126065","Minasi, Mark","The Complete PC Upgrade & Maintenance Guide","Computers & Internet : Hardware : Microprocessors & System Design : Computer Design","","","Hardcover","N","","$49.99","Sybex, Incorporated","September  1999","1991","1620"
"0878577823","Minninger, Joan & Dugan, Eleanor","Make Your Mind Work for You: New Mind Power Techniques to Improve Memory, Beat Procrastination, Increase Energy, and More","Health, Mind & Body : Self-Help : General","","books.mini.icon.22x22 Stars","Hardcover","N","George's Office","$0.01","Rodale Press","November 1, 1988","1988","242"
"0805005161","Mitchell, Annette","The Country Diary Book of Knitting","Crafts & Hobbies : Knitting","","","Hardcover","Y","Emma's Studio","$13.39","Henry Holt and Company","","1987","160"
"0596000448","Mitchell, Scott","Designing Active Server Pages","Computers & Internet : Programming : Web Programming : ASP","","4.0 Stars","Paperback","N","2nd Floor Storeroom","$19.77","O'Reilly Media, Inc.","September 18, 2000","2000","348"
"0451460332","Mitchell, Syne","End in Fire","Science Fiction & Fantasy : Science Fiction : General","","4.0 Stars","Paperback","N","George's Office","$6.99","Roc","June 7, 2005","2005","337"
"0451458095","Mitchell, Syne","Murphy's Gambit","Science Fiction & Fantasy : Science Fiction : Adventure","","3.5 Stars","Mass Market Paperback","N","George's Office","$6.99","Roc","November, 2000","2000","377"
"0451458648","Mitchell, Syne","Technogenesis","Science Fiction & Fantasy : Science Fiction : High Tech","","4.0 Stars","Paperback","N","Books 35","$0.62","Roc","January 1, 2002","2002","326"
"0451459105","Mitchell, Syne","The Changeling Plague","Science Fiction & Fantasy : Science Fiction : Adventure","","3.5 Stars","Paperback","N","Books 35","$0.65","Roc","February 4, 2003","2003","327"
"0671775715","Mitchell, V. E.","Star Trek The Next Generation #22: Imbalance","Science Fiction & Fantasy : Television Series : Science Fiction","Star Trek : The Next Generation","","Mass Market Paperback","Y","","$4.99","Pocket Books","June 1992","1992","280"
"0671684035","Mitchell, Victoria","Enemy Unseen (Star Trek, No 51)","Science Fiction & Fantasy : Television Series : Science Fiction","Star Trek","","Paperback","Y","","$4.50","Pocket Book","","1990","279"
"0374521190","Mitford, Jessica","Poison Penmanship: The Gentle Art of Muckraking","Reference : Writing : Essays","Noonday Series","5.0 Stars","Paperback","N","George's Office","$1.45","Noonday Press","October 1, 1988","1979","277"
"0679771867","Mitford, Jessica","The American Way of Death Revisited","Business & Investing : Industries & Professions : General","","4.5 Stars","Paperback","N","George's Office","$10.17","Vintage","January 4, 2000","1998","296"
"0141181494","Mitford, Nancy","Love in a Cold Climate and Other Novels","Literature & Fiction : Classics : General","","4.5 Stars","Paperback","N","George's Office","$7.45","Gardners Books","January 31, 2000","1945, 1949, 1951","493"
"0975421999","Modesitt, Annie","Confessions of a Knitting Heretic","Crafts & Hobbies : Knitting","","4.0 Stars","Spiral-bound","N","Emma's Studio","$12.91","ModeKnit Press","April, 2004","2004","202"
"0975421948","Modesitt, Annie","Knitting Millinery","Crafts & Hobbies : Knitting","","","Spiral-bound","N","Emma's Studio","$12.99","ModeKnit Press","April, 2005","2004","77"
"1885876033","Mohanraj, Mary Anne","Torn Shapes of Desire: Internet Erotica","Literature & Fiction : Genre Fiction : Erotica : Adult Fiction","","4.5 Stars","Paperback","N","Master Bedroom","$5.90","Intangible Assets Manufacturing","March 31, 1997","1996","128"
"0195021789","Monaco, James","How to Read a Film: The Art, Technology, Language, History and Theory of Film and Media","Arts & Photography : Performing Arts : Film","","3.5 Stars","Paperback","N","George's Office","$0.99","Oxford Univ Press","August 1977","1977","502"
"0399516069","Monaco, James","The Encyclopedia of Film","Arts & Photography : Performing Arts","","5.0 Stars","Paperback","N","George's Office","$0.33","Perigee Trade","May 31, 1991","1991","596"
"0472060325","Moncrieff, C. K. Scott","Song of Roland, The","Fiction and Literature","","","Trade Paperback","Y","","$5.50","Ann Arbor Paperbacks","","1959","139"
"0062507249","Monette, Paul","Becoming a Man : Half a Life Story","Gay & Lesbian : Biographies & Memoirs : General","","","Paperback","N","Books 25","$12.00","Harper San Francisco","June 1993","1992","288"
"0380707799","Monette, Paul","Borrowed Time : An AIDS Memoir","Biographies & Memoirs : General","","","Paperback","N","Books 25","$11.00","Avon Books (Pap Trd)","March 1990","1988","342"
"0684819058","Monroe, Debra","Newfangled","Literature & Fiction : General : Contemporary","","","Advance Reader's Proof","N","Books 21","$0.00","Simon & Schuster","February 1998","1998","320"
"","Monsarrat, Nicholas","Richer Than All His Tribe","Literature & Fiction : General : Contemporary","","","Paperback","Y","Books 21","$1.25","Bantam Books","","1968","372"
"1852427590","Montalban, Manuel Vazquez","An Olympic Death","Literature & Fiction : World Literature : Spanish","","4.0 Stars","Paperback","N","Living Room","UK 6.99","Serpent's Tail","March 1, 2004","1991","207"
"0670848751","Moody, Fred","I Sing the Body Electronic : A Year With Microsoft on the Multimedia Frontier","Computers & Internet : Business & Culture : General","","4.0 Stars","Hardcover","N","2nd Floor Storeroom","$0.01","Viking Adult","January 1, 1995","1995","311"
"0425146391","Moody, Susan","Death Takes a Hand","Mystery & Thrillers : Mystery : Women Sleuths","Cassandra Swann Mysteries","","Paperback","Y","Books 17","$3.00","Berkley Publishing Group","February  1995","1993","234"
"0425152294","Moody, Susan","Grand Slam (A Cassandra Swann Bridge Mystery)","Mystery & Thrillers : Mystery : General","","","Paperback","Y","Books 17","$1.19","Boulevard (Mass Market)","March 1996","1994","272"
"0425157253","Moody, Susan","King of Hearts","Mystery & Thrillers : Mystery : General","Cassandra Swann Mysteries","","Paperback","Y","Books 17","$0.35","Berkley Pub Grou","March 1997","1995","304"
"1890208019","Moody, Susan","Penny Black (A Penny Wanawake Mystery)","Mystery & Thrillers : Mystery : Women Sleuths","","","Paperback","Y","Books 17","$7.95","Poisoned Pen Press","May  1997","1984","273"
"0449132374","Moody, Susan","Penny Pinching : A Penny Wanawake Mystery","Mystery & Thrillers : Mystery : Women Sleuths","","","Paperback","Y","Books 17","$3.50","Fawcett","","1989","232"
"0060973099","Moorcock, Michael","Mother London : A Novel","Fiction and Literature","","","Trade Paperback","N","Books 15","$0.99","Perennial Library","","1988","496"
"1563898586","Moore, Alan","The League of Extraordinary Gentlemen, Vol. 1","Comics & Graphic Novels : Graphic Novels : General","","4.5 Stars","Paperback","Y","George's Office","$9.72","Wildstorm","October 1, 2002","2000","192"
"1401201180","Moore, Alan","The League of Extraordinary Gentlemen, Vol. 2","Comics & Graphic Novels : Graphic Novels : General","","4.0 Stars","Paperback","N","Emma's Studio","$10.17","Wildstorm","September 1, 2004","2003","228"
"1401203078","Moore, Alan","The League of Extraordinary Gentlemen: The Black Dossier","Comics & Graphic Novels : Science Fiction & Fantasy","","3.5 Stars","Paperback","N","Emma's Studio","$19.99","WildStorm","November 4, 2008","2008","200"
"0930289528","Moore, Alan","V for Vendetta","Comics & Graphic Novels : Graphic Novels : General","","4.5 Stars","Oversize Paperback","Y","George's Office","$19.99","Vertigo","April 1, 1995","1988, 1989","286"
"0930289234","Moore, Alan & Gibbons, Dave","Watchmen","Comics & Graphic Novels : Graphic Novels : General","","4.5 Stars","Paperback","N","George's Office","$12.99","DC Comics","April 1, 1995","1987","416"
"0316579661","Moore, Brian","The Lonely Passion of Judith Hearne","Literature & Fiction : World Literature : Ireland","","5.0 Stars","Paperback","N","George's Office","$2.98","Back Bay Books","February 28, 1988","1955","223"
"0060590289","Moore, Christopher","A Dirty Job: A Novel","Literature & Fiction : General : Humor","","4.0 Stars","Paperback","Y","Books 37","$8.19","HarperCollins","March 27, 2007","2006","387"
"0061779725","Moore, Christopher","Bite Me: A Love Story","Literature & Fiction : General : Humor","","4.5 Stars","Hardcover","N","Emma's Studio","$13.99","William Morrow","March 23, 2010","2010","309"
"1416558497","Moore, Christopher","Bloodsucking Fiends: A Love Story","Literature & Fiction : General : Humor","","4.5 Stars","Paperback","Y","George's Office","$15.33","Simon & Schuster","March 18, 2008","1995","290"
"0060590327","Moore, Christopher","Fool: A Novel","Literature & Fiction : General : Humor","","4.5 Stars","Paperback","N","George's Office","$8.99","Harper Paperbacks","February 23, 2010","2009","311"
"0060590300","Moore, Christopher","You Suck: A Love Story","Literature & Fiction : General : Humor","","4.0 Stars","Paperback","Y","George's Office","$11.16","Harper Paperbacks","January 8, 2008","2007","328"
"0954551680","Moore, Dermod","Diary of a Man","Biographies & Memoirs : Ethnic & National : Irish","","","Paperback","N","George's Office","E14.99","Hot Press Books","January 2005","2005","235"
"0671679929","Moosewood Collective","Moosewood Restaurant Cooks at Home : Fast and Easy Recipes for Any Day","Cooking, Food & Wine : Vegetarian","","","Paperback","N","Barroom","","Fireside","April 1994","1994","416"
"0671679902","Moosewood Collective","Sundays at Moosewood Restaurant","Cooking, Food & Wine : Vegetarian","","","Paperback","Y","Barroom","","Fireside","October 1990","1990","733"
"0609601660","Moosewood Collective Staff (Editor)","Moosewood Restaurant Daily Special : More Than 275 Recipes for Soups, Stews, Salads & Extras","Cooking, Food & Wine : Vegetarian","","","Hardcover","N","Barroom","","Crown Pub","October 1999","1999","402"
"0451145038","Morehead, Albert H.","New American Crossword Puzzle Dictionary","Entertainment : Puzzles & Games : Crosswords : Dictionaries","","","Mass Market Paperback","N","Books 25","$4.95","N A L","May  1976","1986","654"
